Ticker,Name,Market Cap,Price,200-DMA,% Diff
UHS,"Universal Health Services, Inc.",11126014976,182.13499450683594,200.61607627868653,-9.212163907630977
HD,"Home Depot, Inc. (The)",346229145600,347.6000061035156,368.3357731628418,-5.629582725911031
TMUS,"T-Mobile US, Inc.",222113054720,198.64999389648438,216.74257736206056,-8.34749853295007
LII,"Lennox International, Inc.",17078694912,490.7900085449219,526.8143539428711,-6.838148036083269
NTAP,"NetApp, Inc.",21091446784,106.44999694824219,107.71983554840088,-1.1788345142693113
AMCR,Amcor plc,19248824320,41.64500045776367,42.756490783691405,-2.599582672841072
KMB,Kimberly-Clark Corporation,32927035392,99.17559814453125,110.3295601272583,-10.109676835348246
WRB,W.R. Berkley Corporation,25415815168,66.87999725341797,70.22245784759521,-4.759817153411849
CRM,"Salesforce, Inc.",171462295552,185.8350067138672,231.42779968261718,-19.700655250266596
INSM,Insmed Incorporated,30884124672,142.9600067138672,153.5587999343872,-6.902107352394438
NFLX,"Netflix, Inc.",397031047168,93.98500061035156,105.70514015197755,-11.087577694684814
PDD,PDD Holdings Inc.,147700023296,103.75,115.24255004882812,-9.972488498353027
CTAS,Cintas Corporation,71711612928,179.2449951171875,195.62080787658692,-8.37120188652456
PTC,PTC Inc.,16699914240,140.36000061035156,180.24580032348632,-22.12855980086742
CRWD,"CrowdStrike Holdings, Inc.",108562046976,427.95001220703125,459.29724990844727,-6.82504363082177
PGR,Progressive Corporation (The),119687774208,204.4499969482422,215.39356819152832,-5.080732602727989
BR,"Broadridge Financial Solutions,",18972831744,162.50999450683594,216.69779624938965,-25.006161890170276
DLTR,"Dollar Tree, Inc.",21412511744,107.66000366210938,111.57244998931884,-3.506641942149713
MELI,"MercadoLibre, Inc.",93888397312,1850.760009765625,2120.301304321289,-12.712405260814785
VST,Vistra Corp.,54655397888,161.43499755859375,179.0066889190674,-9.816220537109743
MDLZ,"Mondelez International, Inc.",73529229312,57.28900146484375,58.81374044418335,-2.5924876871020297
PRU,"Prudential Financial, Inc.",35671740416,102.30999755859375,102.94834033966065,-0.6200612646700243
APTV,Aptiv PLC,15162944512,60.415000915527344,76.49567501068115,-21.0216774907973
ABT,Abbott Laboratories,168338030592,96.86000061035156,120.98713886260987,-19.94190331226571
QCOM,QUALCOMM Incorporated,147870629888,138.38999938964844,155.48619277954103,-10.995312885519514
UDR,"UDR, Inc.",13352184832,35.46500015258789,36.02909152984619,-1.5656552893958287
DASH,"DoorDash, Inc.",81613512704,187.86500549316406,219.99992477416993,-14.606786485946477
EFX,"Equifax, Inc.",23825936384,197.5,219.6106955718994,-10.068132389599615
SCHW,Charles Schwab Corporation (The,163288498176,93.19000244140625,95.49609424591064,-2.4148545788333586
SPGI,S&P Global Inc.,132449583104,443.1700134277344,492.3911471557617,-9.996348230943486
PAYX,"Paychex, Inc.",33154447360,92.5,114.88119689941406,-19.482036663502257
SJM,The J.M. Smucker Company,10205313024,95.6449966430664,103.35410301208496,-7.458926297407997
MAS,Masco Corporation,13503221760,66.29000091552734,66.89885171890259,-0.9101065081558279
IQV,"IQVIA Holdings, Inc.",29982595072,176.72999572753906,196.9134497833252,-10.249911358515696
J,Jacobs Solutions Inc.,15199147008,128.7100067138672,140.79509494781493,-8.583458279158817
GPC,Genuine Parts Company,15698538496,112.81999969482422,126.09717624664307,-10.529321073652763
LEN,Lennar Corporation,23043667968,93.53500366210938,115.3624613571167,-18.92076281853776
CCI,Crown Castle Inc.,38666510336,88.58000183105469,90.698991355896,-2.336287860717834
TROW,"T. Rowe Price Group, Inc.",21310083072,97.70999908447266,98.92849872589112,-1.231697293612688
DHI,"D.R. Horton, Inc.",43985145856,151.16000366210938,152.49538902282714,-0.8756890088774227
FSLR,"First Solar, Inc.",20668153856,192.57000732421875,220.6924006652832,-12.742800955668955
TDG,Transdigm Group Incorporated,71339950080,1263.2449951171875,1321.4106091308595,-4.401781975394437
DIS,Walt Disney Company (The),188714975232,106.40499877929688,110.03117004394531,-3.2955854810961083
CEG,Constellation Energy Corporatio,105688596480,291.89990234375,327.17075141906736,-10.780563030874212
TRMB,Trimble Inc.,16265111552,69.4800033569336,76.34474985122681,-8.991772856248215
ABBV,AbbVie Inc.,364612681728,206.11000061035156,213.8964023590088,-3.6402677477428314
AVY,Avery Dennison Corporation,13321261056,173.13999938964844,174.36033546447754,-0.6998931675476827
ICE,Intercontinental Exchange Inc.,91530723328,161.17999267578125,164.94384185791014,-2.2818973656326236
APP,Applovin Corporation,162089975808,479.6600036621094,520.7390257263183,-7.888600630020504
AZO,"AutoZone, Inc.",59011768320,3559.370849609375,3776.435594482422,-5.747873608388565
CCL,Carnival Corporation,40022917120,28.864999771118164,28.8720352268219,-0.024367716541162654
SYK,Stryker Corporation,130448261120,340.45001220703125,366.00861251831054,-6.983059807096936
BLDR,"Builders FirstSource, Inc.",10005886976,90.46499633789062,115.20077476501464,-21.47188547783624
COR,"Cencora, Inc.",63029891072,324.010009765625,326.96532440185547,-0.9038617907378588
XYL,Xylem Inc.,29232283648,120.19000244140625,136.57261600494385,-11.99553325019751
ZTS,Zoetis Inc.,51942817792,122.98500061035156,133.35657306671143,-7.777323770288779
ALNY,"Alnylam Pharmaceuticals, Inc.",41556787200,311.2099914550781,393.52849990844726,-20.918055102113364
ACN,Accenture plc,121345343488,197.22999572753906,243.34618980407714,-18.95085931432382
AVB,"AvalonBay Communities, Inc.",24520210432,175.0399932861328,179.15402046203613,-2.2963632997424765
GEN,Gen Digital Inc.,12482333696,20.2450008392334,25.99090682029724,-22.107370169080276
NDAQ,"Nasdaq, Inc.",50207629312,87.88999938964844,90.03526626586914,-2.3826962091563653
TSLA,"Tesla, Inc.",1467125858304,390.9100036621094,399.24370010375975,-2.087370806222999
WDAY,"Workday, Inc.",33222160384,126.45999908447266,200.72619972229003,-36.99875788041951
MDT,Medtronic plc.,111158755328,86.56999969482422,93.15985328674316,-7.07370542076271
IBM,International Business Machines,237731872768,253.47999572753906,272.98429664611814,-7.144843552617752
SHOP,Shopify Inc.,173200424960,133.10499572753906,141.5364247894287,-5.957073646895861
IP,International Paper Company,19699535872,37.19499969482422,42.61943170547485,-12.727602864666576
AXP,American Express Company,228103471104,332.0274963378906,334.23077255249024,-0.6592080668615274
PSKY,Paramount Skydance Corporation,13090750464,11.774999618530273,13.467990217208863,-12.570476896510907
RMD,ResMed Inc.,33197842432,227.43499755859375,256.6212654876709,-11.373285013466417
URI,"United Rentals, Inc.",51463188480,816.9000244140625,858.3558755493164,-4.829681058421553
PLTR,Palantir Technologies Inc.,345740640256,144.63499450683594,164.29330017089845,-11.965372686295716
BSX,Boston Scientific Corporation,93227761664,62.73500061035156,91.95387516021728,-31.775577156433865
PG,Procter & Gamble Company (The),340041465856,145.50999450683594,149.94405334472657,-2.9571421733522008
IT,"Gartner, Inc.",11016135680,156.5050048828125,232.36212516784667,-32.64607785379774
ZBRA,Zebra Technologies Corporation,11623999488,236.35000610351562,270.6832502746582,-12.683918985125652
NKE,"Nike, Inc.",68254232576,46.10499954223633,64.6452714920044,-28.680012508047415
DDOG,"Datadog, Inc.",45319507968,128.19500732421875,138.57077571868896,-7.487703190414374
WTW,Willis Towers Watson Public Lim,28285298688,299.0299987792969,315.9635697937012,-5.359342858881034
CDNS,"Cadence Design Systems, Inc.",87579164672,317.1499938964844,321.26205032348633,-1.2799695522273558
NOW,"ServiceNow, Inc.",103883489280,99.35009765625,154.7378202819824,-35.79456045380376
ARES,Ares Management Corporation,38959140864,117.68000030517578,150.55398735046387,-21.835347986342658
RVTY,"Revvity, Inc.",10403300352,93.05500030517578,94.73710468292236,-1.7755496997469478
UAL,"United Airlines Holdings, Inc.",32279887872,99.41999816894531,100.47034999847412,-1.0454346277730342
NVR,"NVR, Inc.",19768758272,7076.0400390625,7522.310649414063,-5.932626704087585
SNPS,"Synopsys, Inc.",88321589248,461.05999755859375,482.81150146484373,-4.505175175043719
COIN,"Coinbase Global, Inc.",55695077376,206.67999267578125,272.3125003051758,-24.10190775518617
BRK-B,Berkshire Hathaway Inc. New,1020808200192,473.2200012207031,490.1285498046875,-3.449819152694189
TKO,"TKO Group Holdings, Inc.",14586824704,184.63999938964844,192.66804313659668,-4.166774944227036
WYNN,"Wynn Resorts, Limited",11355408384,108.95999908447266,115.30734176635742,-5.504716859006365
RJF,"Raymond James Financial, Inc.",30264236032,153.16000366210938,160.0864158630371,-4.326670794387488
APO,"Apollo Global Management, Inc. ",73272549376,126.18000030517578,130.73503635406493,-3.484173926072054
BBY,"Best Buy Co., Inc.",13904749568,66.33999633789062,69.07688779830933,-3.9620943381379337
FTNT,"Fortinet, Inc.",61403025408,82.5999984741211,83.97790004730224,-1.6407906989874932
BXP,"BXP, Inc.",10366686208,58.54999923706055,65.02255687713622,-9.954326545949188
SMCI,"Super Micro Computer, Inc.",17089715200,28.440000534057617,38.7682500076294,-26.640999971727464
PNR,Pentair plc.,14730390528,90.18000030517578,102.35313194274903,-11.893267364189953
JKHY,"Jack Henry & Associates, Inc.",11146802176,153.97999572753906,165.9722462463379,-7.225455333658504
V,Visa Inc.,605529767936,314.1400146484375,333.41987228393555,-5.782456067609432
TYL,"Tyler Technologies, Inc.",14817051648,345.57989501953125,461.35394805908203,-25.09441038200989
TEAM,Atlassian Corporation,18572857344,70.4800033569336,140.31414989471435,-49.76985328292355
WAT,Waters Corporation,32242847744,328.510009765625,335.75785049438474,-2.1586511582939005
VLTO,Veralto Corp,22497015808,90.75,99.68676452636718,-8.964845602952042
AMP,"Ameriprise Financial, Inc.",42587979776,458.3999938964844,484.5952130126953,-5.405587676641921
CMG,"Chipotle Mexican Grill, Inc.",47674732544,36.04859924316406,38.91724304199219,-7.371138278558997
MKC,"McCormick & Company, Incorporat",14189543424,52.77000045776367,65.24473342895507,-19.119907945941918
